Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
David Hegelson,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fdavid-hegelson.jpeg?alt=media&token=929075b9-24ce-4835-a703-3ffd051ff83f,"Framingham, US",https://www.linkedin.com/in/davidhelgeson/,,"Impact, Environment, Energy, Cleantech, Animals, Agriculture, Education,","Flow Engineering,",
Teresa Lee,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/teresa_lee.jpg,"London, UK",https://www.linkedin.com/in/teresaylee,,,,pangeabio.com
Will Neale,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fwill-neale.jpeg?alt=media&token=f037968b-81b1-4ce6-9aea-786c0021e4be,", UK",https://uk.linkedin.com/in/willn,,"Finance, Property and Construction, Media, Entertainment, Insurance, Software, Tech, Retail and Commerce, Travel, Leisure, B2C,","acasa, Anorak, Credit Kudos, London House Exchange, Marshmallow, Payable, Vauban, Yonder.,",
Symmie Swil,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/symmie_swil.jpg,"London, UK",https://www.linkedin.com/in/symmie,"Symmie Swil is a strategic and commercial executive boasting over 15 years of experience in leading business strategy, mergers and acquisitions, finance, and operations within the banking and fintech industries. Swil's unique approach to fostering business growth is rooted in a comprehensive perspective, informed by her roles as an adviser, investor, and operator. She has a knack for simplifying complex concepts to stimulate motivation and unity among teams. Swil thrives on collaborating with entrepreneurs, displaying a keen interest in strategy and data. She holds a firm belief in the power of a strong company culture in driving success, and is dedicated to bringing out the best in individuals and teams while working towards a shared goal.",,,http://finverity.com
Dr. Jonathan Milner,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fjonathan-milner.jpeg?alt=media&token=684b5ad1-2826-4153-b406-8ee63a461c8d,"Cambridge, UK",https://www.linkedin.com/in/jonathan-milner-309a095a/,,"Healthcare,","PhoreMost, clock.bio,",
Rajnish Kohli,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/rajnish_kohli.jpg,"London, UK",https://www.linkedin.com/in/rajnishkohli,"Rajnish Kohli is the Founder and CEO of RSVR Tech, a London-based IT solutions provider specializing in fintech, healthcare, e-commerce, and HR Tech sectors. The company primarily collaborates with start-ups and early-stage ventures. Kohli, a veteran in the IT industry with over 40 years of experience, has a successful history of managing profitable businesses and captive organisations across the US, UK, and India in various technology sectors. In addition to his role at RSVR Tech, Kohli is an active angel investor and was a member of the Stern Fisher Network, the AWS UK Startup Council, and the UK Customer Council. He uses his expertise and network to invest in start-ups and develop high-quality software solutions. His.",,,https://www.rsvrtech.com
Alan F.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/alan_f.jpg,"London, UK",https://www.linkedin.com/in/alan-fung-75436b8,"Alan F. serves in multiple roles within the business sector, including as an Angel Investor, Advisor, Operator, and Venture Partner. His responsibilities extend to mentoring, advising, and participating on the board of various companies. His profession involves providing capital for business start-ups, usually in exchange for convertible debt or ownership equity.",,,http://sweetcapital.com
Guy Saidenberg,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/guy_saidenberg.jpg,"London, UK",https://www.linkedin.com/in/guy-saidenberg-4b7aa83,"Guy Saidenberg is recognized for his role as an investor, specifically within the capacity of an angel investor.",,,â
Mary Bonsor,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmary-bonsor.jpeg?alt=media&token=c733dc91-05b0-402e-a94a-b8e0180715c5,"London, UK",https://www.linkedin.com/in/mary-bonsor-8a270859/,,"Human Resources, Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Marketing, Software,","Wealthbrite,",
Carolyn Currie,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/carolyn_currie.jpg,"Edinburgh, Scotland, UK",https://www.linkedin.com/in/carolyncurrie/,,,,
Dermot O'Riordan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/dermot_o'riordan.jpg,"London, UK",https://www.linkedin.com/in/oriordde,"Dermot O'Riordan serves as an Angel Investor and Limited Partner (LP). His role involves providing financial backing for small startups or entrepreneurs. As a Limited Partner, he also holds a passive investment position in a partnership, contributing capital but not participating in the day-to-day management or decision-making of the venture.",,,https://www.pokt.network/
Irad Dor,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/irad_dor.jpg,,http://linkedin.com/in/iradd/,,,,
Justen Franck,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/justen_franck.jpg,"London, UK",https://www.linkedin.com/in/justenfranck,"Justen Franck is a seasoned entrepreneur with a broad range of expertise in various business sectors, particularly in FinTech, Blockchain, web3, and NFT. His career has seen him mentor and invest in numerous FinTech startups, which has not only expanded his own knowledge but also given him a deep understanding of the challenges faced by modern startups. Franck is not just a financial investor, he also invests his time and dedication into the projects he supports. His work with incubators and venture capitals has taken him to various countries, honing his skills and providing him with invaluable knowledge and a growth-oriented mindset. Franck is particularly interested in collaborating with skilled teams, solving significant problems, and engaging in opportunities from pre-seed to Series.",,,http://www.techstars.com
Duran Cesur,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/duran_cesur.jpg,"London, UK",https://www.linkedin.com/in/duran-cesur,"Duran Cesur is a venture capital investor specialising in the industrial AI, robotic automation, and decarbonisation sectors. His role primarily involves investing in these areas.",,,https://www.atlasven.com/
Mr Eazi,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmr-eazi.jpeg?alt=media&token=7468052b-8e34-42e1-821a-7c4a3556e405,"Porto-Novo, Benin",https://www.linkedin.com/in/oluwatosin-%E2%80%9C-mr-eazi-%E2%80%9D-ajibade-71616560/?originalSubdomain=bj,,"AI, Data, Tech, Cloud, Cyber Security, Software, Entertainment, Media, B2C,","Un:hurd Music,",
Craig Pollard,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fcraig-pollard.jpeg?alt=media&token=f95038f8-c767-4afe-bfb2-07e9b0cc3966,"Auckland, New Zealand",https://www.linkedin.com/in/craigpollardfundraisingradicals/,,"Software, Legal, Finance, Insurance, Regulation, Property and Construction, B2B, Human Resources, Marketing,","Luscid,",
Cenan Batur,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/cenan_batur.jpg,"London, UK",https://www.linkedin.com/in/cenan-batur-2882719,"Cenan Batur is recognized for his roles as an Angel Investor and an Interest Rate Swaps Broker. As an Angel Investor, Batur provides capital for business start-ups, typically in exchange for convertible debt or ownership equity. Additionally, he operates as an Interest Rate Swaps Broker, where he facilitates the exchange of interest rate payments between two parties.",,,http://www.bgcg.com
Deborah Parkes,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/deborah_parkes.jpg,"Leigh, UK",https://www.linkedin.com/in/deborah-parkes-5743baa,,,,http://www.bsmgp.org.uk
Andy Phillipps,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/andy_phillipps.jpg,"London, UK",https://www.linkedin.com/in/andyphillipps/,"<p> Andy Phillipps, a London-based entrepreneur, angel investor, and Venture Partner, has played key roles in various successful ventures. </p> <p> He currently serves as the Chairman/Director for YPlan, Chairman for Reevoo, IQ Capital Partners, and greentraveller.co.uk. Previously, he co-founded Active Hotels and served as CEO, and was Chairman for toptable.co.uk. </p> <p> Phillipps invests in clean technology, consumer internet, enterprise software, and mobile-based companies in London. </p> <h2>Andy Philipps, the angel investor</h2> <p> As an <a href='/investors/angel-investors/'>angel investor</a>, Andy Philipps has invested in Nous, ThirdEye Labs, Wevat, We Got POP, Wholi, Encore, MyNextRun, Signal AI, YPlan, Zoopla, Reevoo, Perkbox </p> <h3>Angel Investment: Zoopla</h3> <p> Zoopla is an online platform, founded in 2007, that serves as a property website and app. It offers users access to a diverse range of over a million properties and provides tools for efficient filtering. </p> <p> Zoopla also supplies reliable house price estimates to assist users in making informed decisions. While its primary focus is on practical aspects such as price, location, and features, the platform acknowledges the emotional significance of finding a home and aims to help users discover properties that align with their personal feelings and experiences. </p> <h3>Angel Investment: Signal AI</h3> <p> Signal AI distinguishes itself by combining discriminative and generative AI techniques to provide actionable and relevant insights. Discriminative AI focuses on making specific predictions or classifications based on given data, while generative AI involves creating new data samples. </p> <p> Signal AI's solutions aim to empower influential corporations worldwide, with over 650 customers, by offering them the tools to make informed decisions with confidence. </p> <h2>Andyâ€™s background</h2> <p> Born in 1968 in Woking, Surrey, Phillipps attended Allen House preparatory school and later Bradfield College. Describing himself as a generalist with interests in English, sciences, and maths, he emphasises the importance of exposure to both disciplines. </p> <p> In 2010, Phillipps transitioned to angel investing, actively supporting 70 startups with a combined market cap exceeding $10 billion and over 5000 employees. </p> <p> He believes his value lies in providing entrepreneurs with smarts, experience, and a candid sounding board for challenging decisions. </p> <p> Phillipps acknowledges the industry's standard success rate, emphasising the power law nature of angel investing. Despite the challenges, he remains committed to investing in people whose values align with his own, aiming to contribute positively to the world. </p> <h2>Andy Philipps and Active Hotels</h2> <p> As a co-founder of Active Hotels, Phillipps witnessed its growth into the largest online booking company in Europe. His investment philosophy revolves around supporting intellectually smart individuals with the ability to motivate and recruit teams, make quick decisions, and listen to diverse opinions. </p>","Education, Finance, Tech, Software, Retail and Commerce, Travel, Leisure, Entertainment, Media, Marketing, Fitness, AI, Property and Construction, Human Resources, Crypto / Web 3 / Blockchain, B2B, Gaming, Legal, Logistics,","Nous, ThirdEye Labs, Wevat, We Got POP, Wholi, Encore, MyNextRun, Signal AI, YPlan, Zoopla, Reevoo, Perkbox,",
